policy,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding
USA_11b,Metadata,PolicyDate,When did the policy come into effect?,2016-12-01,NA,NA,NA,NA
USA_11b,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",various (not specified),NA,NA,NA,NA
USA_11b,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",General policy on faculty duties,This complements the other policy (policy USA_11a directs to USA_11b to further specification),This complements the other policy (policy USA_11a directs to USA_11b to further specification),NA,NA
USA_11b,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_11b,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_11b,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_11b,MoRRIIndicators,CitizenScience (SL3),citizen science activities,1,"Scholarship of engagement: When faculty engage in scholarship that combines rigorous academic standards in any of the four other dimensions of scholarship, and is developed in the context of reciprocal and collaborative community partnerships. Community is broadly defined to include audiences external to the campus that are part of an active collaborative process that leads to new understanding and knowledge that contributes to the public good.","Scholarship of engagement: When faculty engage in scholarship that combines rigorous academic standards in any of the four other dimensions of scholarship, and is developed in the context of reciprocal and collaborative community partnerships. Community is broadly defined to include audiences external to the campus that are part of an active collaborative process that leads to new understanding and knowledge that contributes to the public good.",NA,NA
USA_11b,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_11b,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,1,"Scholarship of application: When faculty use their professional expertise to engage in applied research, consultation, technical assistance, policy analysis, program evaluation, or similar activities to solve problems. This definition recognizes that new intellectual understandings arise out of the act of application.*","Scholarship of application: When faculty use their professional expertise to engage in applied research, consultation, technical assistance, policy analysis, program evaluation, or similar activities to solve problems. This definition recognizes that new intellectual understandings arise out of the act of application.*",NA,NA
USA_11b,OtherIndicators,Industry,impact type 3) interactions with industry,1,"Scholarship of application: When faculty use their professional expertise to engage in applied research, consultation, technical assistance, policy analysis, program evaluation, or similar activities to solve problems. This definition recognizes that new intellectual understandings arise out of the act of application.*","Scholarship of application: When faculty use their professional expertise to engage in applied research, consultation, technical assistance, policy analysis, program evaluation, or similar activities to solve problems. This definition recognizes that new intellectual understandings arise out of the act of application.*",NA,NA
USA_11b,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_11b,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_11b,OtherIndicators,Software,contributions to scientific software,1,"Scholarship of discovery: When faculty use their professional expertise to discover knowledge, invent, or create original material. Using this definition, basic research as well as, for example, the creation of innovative computer software, plays or artwork would be considered the scholarship of discovery*.","Scholarship of discovery: When faculty use their professional expertise to discover knowledge, invent, or create original material. Using this definition, basic research as well as, for example, the creation of innovative computer software, plays or artwork would be considered the scholarship of discovery*.",NA,NA
USA_11b,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_11b,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_11b,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_11b,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_11b,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,"Typical faculty service activities include but are not limited to the following: administrative assignments, committee work at the departmental, college, or university level; improving the university’s program quality, reputation and operational efficiency; student academic or career advising; advising a student group; faculty mentoring; linking the professional skills of members of the faculty and students to the world beyond the campus; and service to the faculty member’s professional societies, such as reviewing articles, organizing professional conferences, or serving a professional organization.","Typical faculty service activities include but are not limited to the following: administrative assignments, committee work at the departmental, college, or university level; improving the university’s program quality, reputation and operational efficiency; student academic or career advising; advising a student group; faculty mentoring; linking the professional skills of members of the faculty and students to the world beyond the campus; and service to the faculty member’s professional societies, such as reviewing articles, organizing professional conferences, or serving a professional organization.",NA,NA
USA_11b,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"Typical faculty service activities include but are not limited to the following: administrative assignments, committee work at the departmental, college, or university level; improving the university’s program quality, reputation and operational efficiency; student academic or career advising; advising a student group; faculty mentoring; linking the professional skills of members of the faculty and students to the world beyond the campus; and service to the faculty member’s professional societies, such as reviewing articles, organizing professional conferences, or serving a professional organization.","Typical faculty service activities include but are not limited to the following: administrative assignments, committee work at the departmental, college, or university level; improving the university’s program quality, reputation and operational efficiency; student academic or career advising; advising a student group; faculty mentoring; linking the professional skills of members of the faculty and students to the world beyond the campus; and service to the faculty member’s professional societies, such as reviewing articles, organizing professional conferences, or serving a professional organization.",NA,NA
USA_11b,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_12,Metadata,PolicyDate,When did the policy come into effect?,2020-02-22,NA,NA,NA,NA
USA_12,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",various (not specified),NA,NA,NA,NA
USA_12,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).","Procedures for faculty appointment, annual evaluation, promotion, and tenure",NA,NA,NA,NA
USA_12,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_12,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_12,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_12,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_12,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_12,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_12,OtherIndicators,Industry,impact type 3) interactions with industry,1,"Historically, the measure of academic research and creative activities has been well-defined by each discipline, often through peer-reviewed publications and performances and exhibitions. The significance of translational or applied research that results in public-private partnerships, patents, licensing, and/or other forms of commercialization and entrepreneurial activity should also be part of the evaluation of research.","Historically, the measure of academic research and creative activities has been well-defined by each discipline, often through peer-reviewed publications and performances and exhibitions. The significance of translational or applied research that results in public-private partnerships, patents, licensing, and/or other forms of commercialization and entrepreneurial activity should also be part of the evaluation of research.",NA,NA
USA_12,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_12,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_12,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_12,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_12,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_12,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Depending upon the discipline, entrepreneurial and commercialization activities related to intellectual property and patents, which benefit the university, also demonstrate scholarly output. While quantity of effort and output must be sufficient to demonstrate an active and peer-recognized presence in the discipline, quality of research is clearly of great value in determining the level of performance. Important evidence of scholarly merit may be either a single work of considerable importance (such as a book or monograph) or a series of smaller, high quality products such as refereed journal articles constituting a program of worthwhile research.","Depending upon the discipline, entrepreneurial and commercialization activities related to intellectual property and patents, which benefit the university, also demonstrate scholarly output. While quantity of effort and output must be sufficient to demonstrate an active and peer-recognized presence in the discipline, quality of research is clearly of great value in determining the level of performance. Important evidence of scholarly merit may be either a single work of considerable importance (such as a book or monograph) or a series of smaller, high quality products such as refereed journal articles constituting a program of worthwhile research.",NA,NA
USA_12,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_12,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,"Not mentioned explicitely, but it could be implied from the text"
USA_12,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,"Not mentioned explicitely, but it could be implied from the text"
USA_12,Patents,Patents,patenting discoveries/inventions,1,"Historically, the measure of academic research and creative activities has been well-defined by each discipline, often through peer-reviewed publications and performances and exhibitions. The significance of translational or applied research that results in public-private partnerships, patents, licensing, and/or other forms of commercialization and entrepreneurial activity should also be part of the evaluation of research.","Historically, the measure of academic research and creative activities has been well-defined by each discipline, often through peer-reviewed publications and performances and exhibitions. The significance of translational or applied research that results in public-private partnerships, patents, licensing, and/or other forms of commercialization and entrepreneurial activity should also be part of the evaluation of research.",NA,NA
USA_13a,Metadata,PolicyDate,When did the policy come into effect?,2014-08-01,NA,NA,NA,NA
USA_13a,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",various (faculty),NA,NA,NA,NA
USA_13a,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Promotion and tenure procedures and factors for faculty,NA,NA,NA,NA
USA_13a,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_13a,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_13a,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_13a,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_13a,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_13a,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_13a,OtherIndicators,Industry,impact type 3) interactions with industry,1,"Community or public service entails the application of a faculty member's knowledge of his/her discipline’s subject matter or method of inquiry on behalf of individuals, foundations, agencies, organizations, or other entities in the public or private sector. Where service is manifested in written reports or other documented contributions, these should be reviewed and evaluated by the committees and academic administrators.","Community or public service entails the application of a faculty member's knowledge of his/her discipline’s subject matter or method of inquiry on behalf of individuals, foundations, agencies, organizations, or other entities in the public or private sector. Where service is manifested in written reports or other documented contributions, these should be reviewed and evaluated by the committees and academic administrators.",NA,NA
USA_13a,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_13a,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_13a,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_13a,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"Except for faculty whose entire assignment is in the performing or creative arts or for faculty in academic units whose missions have been specially defined by a clearly stated University policy as not including scholarship, publication or books, journal articles, review articles, creative pieces, and similar materials that contribute directly to the advancement of knowledge is an essential part of the scholarly achievement of faculty. The scope and standing of the journals in which publication occurs, the reputation of the publishing house, the refereeing process to which submitted materials are subject, the selectivity of the journal or publisher, and similar measures of quality should be carefully considered.","Except for faculty whose entire assignment is in the performing or creative arts or for faculty in academic units whose missions have been specially defined by a clearly stated University policy as not including scholarship, publication or books, journal articles, review articles, creative pieces, and similar materials that contribute directly to the advancement of knowledge is an essential part of the scholarly achievement of faculty. The scope and standing of the journals in which publication occurs, the reputation of the publishing house, the refereeing process to which submitted materials are subject, the selectivity of the journal or publisher, and similar measures of quality should be carefully considered.",NA,NA
USA_13a,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_13a,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_13a,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"Papers and presentations at professional meetings make a contribution to scholarship, but their importance is not as great as published work because they are not as widely and readily available throughout the profession for use in teaching and in scholarship. Papers should be read and evaluated by appropriate faculty committees and administrators. In addition, the prestige of the meeting, the selectivity of the conference, the scope of the meeting (e.g., local, national), the character of the audience, and similar considerations may be evidence of the importance of the scholarly work.","Papers and presentations at professional meetings make a contribution to scholarship, but their importance is not as great as published work because they are not as widely and readily available throughout the profession for use in teaching and in scholarship. Papers should be read and evaluated by appropriate faculty committees and administrators. In addition, the prestige of the meeting, the selectivity of the conference, the scope of the meeting (e.g., local, national), the character of the audience, and similar considerations may be evidence of the importance of the scholarly work.",NA,NA
USA_13a,ServicesToScientificCommunity,PeerReview,peer review and editor activities,1,"Service to the academic profession may include such academic endeavors as serving as editor of a journal, reviewing manuscripts for journals or publishers, serving on accreditation panels, serving on grant or award review panels, serving on visiting teams, serving on licensing or examining committees, or serving as an officer of professional associations. The importance of the professional journal, organization, etc., should be described by the faculty committees and academic administrators, and the nature of the applicant's contribution—when the activity itself is not inherently apparent—should be discussed.","Service to the academic profession may include such academic endeavors as serving as editor of a journal, reviewing manuscripts for journals or publishers, serving on accreditation panels, serving on grant or award review panels, serving on visiting teams, serving on licensing or examining committees, or serving as an officer of professional associations. The importance of the professional journal, organization, etc., should be described by the faculty committees and academic administrators, and the nature of the applicant's contribution—when the activity itself is not inherently apparent—should be discussed.",NA,NA
USA_13a,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"Service to the academic profession may include such academic endeavors as serving as editor of a journal, reviewing manuscripts for journals or publishers, serving on accreditation panels, serving on grant or award review panels, serving on visiting teams, serving on licensing or examining committees, or serving as an officer of professional associations. The importance of the professional journal, organization, etc., should be described by the faculty committees and academic administrators, and the nature of the applicant's contribution—when the activity itself is not inherently apparent—should be discussed.","Service to the academic profession may include such academic endeavors as serving as editor of a journal, reviewing manuscripts for journals or publishers, serving on accreditation panels, serving on grant or award review panels, serving on visiting teams, serving on licensing or examining committees, or serving as an officer of professional associations. The importance of the professional journal, organization, etc., should be described by the faculty committees and academic administrators, and the nature of the applicant's contribution—when the activity itself is not inherently apparent—should be discussed.",NA,NA
USA_13a,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_14,Metadata,PolicyDate,When did the policy come into effect?,NA,Policy is for the academic year 2020-2021,Policy is for the academic year 2020-2021,NA,NA
USA_14,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",various (all faculty),NA,NA,NA,NA
USA_14,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",General Guidelines for Promotion and Tenure of All Faculty Ranks,NA,NA,NA,NA
USA_14,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_14,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_14,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_14,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_14,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_14,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_14,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_14,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_14,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_14,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_14,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_14,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_14,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_14,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_14,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,"Not mentioned explicitely, but it could be implied from the text"
USA_14,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,"Not mentioned explicitely, but it could be implied from the text"
USA_14,Patents,Patents,patenting discoveries/inventions,1,Research funding associated with external academic employment • Patents issued and patents filed while in rank • All advising and related student service including current placement of former graduate students,Research funding associated with external academic employment • Patents issued and patents filed while in rank • All advising and related student service including current placement of former graduate students,NA,NA
USA_15,Metadata,PolicyDate,When did the policy come into effect?,2020-08-31,NA,NA,NA,NA
USA_15,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",various (not specified),NA,NA,NA,NA
USA_15,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Dossier Preparation Guide,NA,NA,NA,NA
USA_15,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_15,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_15,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_15,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_15,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_15,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_15,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_15,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_15,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_15,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_15,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_15,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_15,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_15,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_15,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,"Service to the community is mentioned, but these are not made explicit."
USA_15,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,"Service to the community is mentioned, but these are not made explicit."
USA_15,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_16,Metadata,PolicyDate,When did the policy come into effect?,2015-09-01,NA,NA,NA,NA
USA_16,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",not specified,NA,NA,NA,NA
USA_16,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Form to apply for promotion and/or tenure. The document is about what the candidate has to submit,NA,NA,NA,NA
USA_16,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_16,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_16,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_16,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_16,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,1,"8. Participation in civic or social organizations: If you have experience in civic or social organizations that has bearing on your activities, expertise, or impact as a faculty member at Boston University, please describe such participation here. List any offices you held and special activities you participated in.","8. Participation in civic or social organizations: If you have experience in civic or social organizations that has bearing on your activities, expertise, or impact as a faculty member at Boston University, please describe such participation here. List any offices you held and special activities you participated in.",NA,NA
USA_16,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_16,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_16,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_16,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_16,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_16,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_16,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,"5.7 Citations of your publications: Indicate the number of times each of your publications has been cited; do not include self-citations. Indicate the database used to determine the citation count (Google Scholar, Web of Science or another database) and the date the count was determined. Do not list the citations themselves.5.7","5.7 Citations of your publications: Indicate the number of times each of your publications has been cited; do not include self-citations. Indicate the database used to determine the citation count (Google Scholar, Web of Science or another database) and the date the count was determined. Do not list the citations themselves.5.7",NA,NA
USA_16,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_16,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_16,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
USA_16,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
USA_16,Patents,Patents,patenting discoveries/inventions,1,"5.13 Patents: List any patents you have been granted, and patent applications in process. Indicate the purpose of the patent, the names of the patent holders or applicants, and the date of the application or patent. List any licensing agreements associated with the patent","5.13 Patents: List any patents you have been granted, and patent applications in process. Indicate the purpose of the patent, the names of the patent holders or applicants, and the date of the application or patent. List any licensing agreements associated with the patent",NA,NA
USA_17,Metadata,PolicyDate,When did the policy come into effect?,2017-03-03,NA,NA,NA,NA
USA_17,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",not specified (all faculty),NA,NA,NA,NA
USA_17,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).","University wide policy on academic freedom, responsibility and tenure","Obviously this does not contain information on the procedure itself, just about what criteria are applied to candidates. However, this is also very broad.","Obviously this does not contain information on the procedure itself, just about what criteria are applied to candidates. However, this is also very broad.","The relative emphasis given to each of these in arriving at a decision may vary with the school or college, and with the person, rank, and position under consideration.","This is a case of a document that is very broad, and gives each school or college a lot of freedom: ""The relative emphasis given to each of these in arriving at a decision may vary with the school or college, and with the person, rank, and position under consideration."""
USA_17,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_17,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_17,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_17,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_17,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_17,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_17,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_17,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_17,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_17,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_17,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_17,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_17,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_17,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_17,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,"Community service is mentioned, but not specified"
USA_17,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,"Community service is mentioned, but not specified"
USA_17,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_18,Metadata,PolicyDate,When did the policy come into effect?,NA,NA,NA,NA,NA
USA_18,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",not specified (all faculty),NA,NA,NA,NA
USA_18,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",University wide policy,"Obviously this does not contain information on the procedure itself, just about what criteria are applied to candidates. However, this is also very broad.","Obviously this does not contain information on the procedure itself, just about what criteria are applied to candidates. However, this is also very broad.","The relative emphasis given to each of these in arriving at a decision may vary with the school or college, and with the person, rank, and position under consideration.","This is a case of a document that is very broad, and gives each school or college a lot of freedom: ""The relative emphasis given to each of these in arriving at a decision may vary with the school or college, and with the person, rank, and position under consideration."""
USA_18,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
USA_18,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
USA_18,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
USA_18,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
USA_18,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
USA_18,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
USA_18,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
USA_18,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
USA_18,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
USA_18,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
USA_18,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
USA_18,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
USA_18,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
USA_18,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
USA_18,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
USA_18,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
USA_18,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
USA_19,Metadata,PolicyDate,When did the policy come into effect?,20190101,NA,NA,NA,NA
USA_19,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",professor,NA,NA,NA,NA
USA_19,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",tenure track,NA,NA,NA,NA
